Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
camping cot,Green,NA,NA,NA,No,No,No,NA,1800,450,Green,Green,2x1,NA,Starting items,,1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrCampbed_Remake_0_0,0_0,4081,sfsBgF9jsrzPj8hg4
pond stone,Mossy,Stone,NA,NA,Yes,Yes,No,2,NFS,1500,Green,Black,2x1,NA,Crafting,,1.0.0,zen-style,garden,None,None,No,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrStonewaterbowl_Remake_1_0,1_0,7393,ZxLfYtwoxJD6T2GGw
  IRON WORKTABLE  ,White,Body color,NA,NA,Yes,Yes,No,7,NFS,7500,White,White,2x1,NA,Crafting,,1.0.0,garage,None,iron,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrIronTableM_Remake_1_0,1_0,3560,a8HjB3fcbQrqnNHTf
  diner dining table  ,Cream,NA,NA,NA,No,No,No,NA,,1600,Gray,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroTableM_Remake_5_0,5_0,4142,8yhT2tAkGzZSGB6ht
REFRIGERATOR,Black,NA,Rock,Sticker area,No,No,Yes,2,5100,1275,Black,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_6_2,6_2,2713,moNLtSERfZ7sgjhuX
  FAN  ,Light blue,NA,NA,NA,No,No,No,NA,1700,425,Light blue,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,Yes,Fan,No,Does not play music,No lighting,For sale,FtrFan_Remake_2_0,2_0,3820,4MyPEGAZ74Cp5TmtH
  loft bed with desk  ,Blue,NA,Black,Bedding,No,No,Yes,3,7700,1925,Blue,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_4_1,4_1,3621,qXXLSxzMN8ry2HubW
rock guitar,Natural wood,NA,Familiar logo,Sticker area,No,No,Yes,2,3100,775,Beige,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_5_1,5_1,1644,Ec3mAeZre73JHkmra
FROZEN SCULPTURE,Ice,Illumination,NA,NA,Yes,Yes,No,7,NFS,6600,Light blue,Light blue,1.5x1.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceArt_Remake_0_0,0_0,3501,4C6gez6R7kMG8T758
  frozen partition  ,Ice yellow,Illumination,NA,NA,Yes,Yes,No,7,NFS,,Yellow,Yellow,2x0.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceScreen_Remake_3_0,3_0,3498,MyD6TcXbn8w9HpsJa
  rock guitar  ,Fire red,NA,Emblem logo,Sticker area,No,No,Yes,2,3100,775,Red,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_3_4,3_4,1644,gaQjct3qrLTXAswQq
log chair,Orange wood,Lumber type,Bears,Cushion,Yes,Yes,Yes,3,NFS,960,Orange,Brown,1x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaS_Remake_1_3,1_3,4039,P56uXpAQg5Mc9Jt3R
  effects rack  ,Pink,NA,Cute logo,Sticker area,No,No,Yes,3,6800,,Pink,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_5_7,5_7,950,4oihyYu8CAN5piuQf
table with cloth,NA,NA,Light green,Tablecloth,No,No,Yes,2,5100,1275,Green,Green,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,party,None,None,No,Table,No,Does not play music,No lighting,For sale,FtrTableCloth_Remake_0_6,0_6,1779,4iaiPzAGYW8x9kP9N
  floor seat  ,Black,NA,Deep blue,Cushion,No,No,Yes,1,730,182,Black,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,child's room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrFloorchair_Remake_3_3,3_3,3622,cwJyrho47yLvta8vc
LOG EXTRA-LONG SOFA,Orange wood,Lumber type,Quilted,Cushions,Yes,Yes,Yes,4,NFS,1920,Orange,Light blue,2x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaL_Remake_1_4,1_4,4044,JDyKgchRrPCqv8rEC
ANCHOR STATUE,Blue,Color,NA,NA,No,Yes,No,2,NFS,1400,Blue,White,1x1,NA,Fishing Tourney,,1.0.0,ocean,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,FtrShipanchor_Remake_4_0,4_0,7238,vRhn2x3vj2mii4AKH
  CUTE TEA TABLE  ,White,NA,NA,NA,No,No,No,NA,3000,750,White,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_0_0,0_0,4000,FuzPgbonXH2BjR6dk
  garbage bin  ,Yellow,NA,NA,NA,No,No,No,NA,1000,250,Yellow,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,facility,None,None,Trash,Supplies,Yes,Does not play music,No lighting,For sale,FtrPaleCaster_Remake_1_0,1_0,9767,wHriWqPSv5xoPuyuq
lighthouse,White,NA,NA,NA,No,No,No,NA,NFS,25000,White,White,2x2,5000,Nook Miles Shop,,1.0.0,ocean,garden,None,None,Yes,Seaside,Yes,Does not play music,No lighting,Not for sale,FtrLighthouse_Remake_3_0,3_0,2335,TmgsFnKy67xy2NKdk
  shell arch  ,White,Shell color,NA,NA,Yes,Yes,No,7,NFS,12360,White,Colorful,3x1,NA,Crafting,,1.0.0,ocean,expensive,shell,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrShellArch_Remake_0_0,0_0,3977,hijSDaBKCs7eiu8Xv
  outdoor table  ,Green,NA,Green,Table,No,No,Yes,1,2200,,Green,Green,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_2_2,2_2,3946,LeFhXpAtGJfzGkBSo
loft bed with desk,Orange,NA,Light blue,Bedding,No,No,Yes,3,7700,1925,Orange,Light blue,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_5_2,5_2,3621,jAnx35xw25yvvnRs6
  tennis table  ,NA,NA,NA,NA,No,No,No,NA,44000,11000,Green,Red,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,school,None,None,No,Sports,No,Does not play music,No lighting,For sale,FtrTakkyu,NA,1181,QE6Z4bMvkPEyYFzpd
rattan vanity,Light brown,NA,NA,NA,No,No,No,NA,5900,1475,Yellow,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrRattanDresser_Remake_2_0,2_0,4051,5q5eyYKysYESMBdrL
retro gas pump,Green,NA,Green with animal,Lamp,No,No,Yes,1,2700,,Green,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,shop,diner,None,Yes,Vehicle,Yes,Does not play music,No lighting,For sale,FtrAmeretroGasstand_Remake_1_1,1_1,4140,SdgwnoxzWRuejsP5M
  MOUNTAIN STANDEE  ,Fall,Season,NA,NA,Yes,Yes,No,2,NFS,1080,Orange,Brown,2x1,NA,Crafting,,1.0.0,school,None,None,standee,No,School,No,Does not play music,No lighting,Not for sale,FtrHariboteMountain_Remake_4_0,4_0,532,CAuRbPEw2oWtBqfrY
rock guitar,Chic white,NA,Handwritten logo,Sticker area,No,No,Yes,2,3100,775,White,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_6_5,6_5,1644,FHsfWrGHanE39532b
refrigerator,Pink,NA,None,Sticker area,No,No,Yes,2,5100,1275,Pink,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_2_0,2_0,2713,q9Aju8Y95pfRiTPsi
  WOODEN SIMPLE BED  ,Dark wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Brown,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_3_3,3_3,2605,riExfbzSMxPgSL6fz
  folding chair  ,Blue,NA,NA,NA,No,No,No,NA,920,230,Blue,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrPipechair_Remake_0_0,0_0,7529,SWcvBARb258vbt6yL
  STONE LION-DOG  ,Mossy,Color,NA,NA,Yes,Yes,No,3,NFS,3600,Green,Gray,1x1,NA,Crafting,,1.0.0,folk art,garden,None,None,No,Folk Craft Decor,Yes,Does not play music,No lighting,Not for sale,FtrSekishishi_Remake_2_0,2_0,7795,9GSvFSgPYcyfEsbF5
  CHANGING ROOM  ,Dark brown,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Brown,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_3,3_3,1816,JPviijww3dMcTiSqv
tourist telescope,Gray,NA,NA,NA,No,No,No,NA,NFS,10000,Gray,Gray,1x1,2000,Nook Miles Shop,,1.0.0,space,facility,None,None,No,Space,Yes,Does not play music,No lighting,Not for sale,FtrTelescopeSightseeing_Remake_3_0,3_0,3078,qmYhD3vBLTepEBLn9
standard umbrella stand,Black,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Black,Green,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_0_1,0_1,3445,Pr4PyJek4kLytuzjg
  lecture-hall desk  ,White,NA,NA,NA,No,No,No,NA,2500,625,White,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,lecture hall,No,Desk,No,Does not play music,No lighting,For sale,FtrTableCollage_Remake_2_0,2_0,2014,B2T89AGjxASHfT6fk
  ironwood cart  ,Teak,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Orange,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_1_0,1_0,3195,ca8ZEmr9HCDu4b3vi
papa bear,Checkered,NA,Yellow,Ribbon,No,No,Yes,3,8500,2125,Red,Yellow,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearL_Remake_4_3,4_3,1499,eucCLnyikRcrBzxeC
outdoor bench,Black,NA,Light wood,Seat,No,No,Yes,1,1300,325,Black,Beige,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_1_5,1_5,3947,j8miaCXwvuH3kuvfD
  changing room  ,Beige,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Yellow,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_1_3,1_3,1816,HHFZSHj9TKwgbyxSZ
  floor seat  ,Natural,NA,Mustard yellow,Cushion,No,No,Yes,1,,182,Brown,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,child's room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrFloorchair_Remake_0_1,0_1,3622,yDyjiXQdBs3X3uKrq
  wooden table  ,Cherry wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Orange,Pink,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_2_2,2_2,3439,LtcFjBKi8rHJLoRnv
drum set,Natural wood,NA,White with logo,Bass drum head,No,No,Yes,2,5600,1400,Brown,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_3_3,3_3,1803,ztDHbywWyAMugQw9a
  wooden simple bed  ,Green,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Green,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_5_0,5_0,2605,MuHQo9n2meTp9H7kE
  ironwood cupboard  ,Teak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Orange,Black,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_1_0,1_0,3271,QicyaqvM22Huy5SuC
BAMBOO BENCH,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,,1280,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrBambooChairL_Remake_1_0,1_0,710,zZwxBNb8kENP7Bbun
playground gym,Red,NA,NA,NA,No,No,No,NA,NFS,15000,Red,Yellow,2x2,3000,Nook Miles Shop,,1.0.0,garden,child's room,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrJunglegym_Remake_2_0,2_0,3430,S8JMKB7zQvsuuvaHW
  HARP  ,Light brown,NA,NA,NA,No,No,No,NA,130000,32500,Beige,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrHarp_Remake_1_0,1_0,987,qY3ZYbY5te3xysrHm
garden faucet,Concrete,NA,NA,NA,No,No,No,NA,1900,475,Beige,Beige,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,Yes,Garden,Yes,Does not play music,No lighting,For sale,FtrWaterview_Remake_3_0,3_0,1631,ofWhffL2iRmqNkZhb
OUTDOOR BENCH,Blue,NA,Light wood,Seat,No,No,Yes,1,1300,325,Blue,Beige,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_3_5,3_5,3947,Xk8FE3H8HjQNibRJg
  hammock  ,Yellow,NA,Hibiscus flowers,Cloth,No,No,Yes,1,1300,325,Yellow,Light blue,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrHammock_Remake_2_2,2_2,1620,4KQLvEGsK2KHQnq6k
  grand piano  ,Walnut,NA,NA,NA,No,No,No,NA,260000,,Brown,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,music,expensive,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrPianoGrand_Remake_2_0,2_0,1875,JgydzQT2vBcZtuisM
baby chair,Yellow,NA,Strawberry,Cushion,No,No,Yes,1,1200,300,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_2_1,2_1,3305,BpCJtM8aCQG4npCgi
  RETRO GAS PUMP  ,Retro,NA,Yellow oil,Lamp,No,No,Yes,1,2700,675,Brown,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,shop,diner,None,Yes,Vehicle,Yes,Does not play music,No lighting,For sale,FtrAmeretroGasstand_Remake_5_0,5_0,4140,u3r2EvyDfxRQcmLg6
DJ'S TURNTABLE,Brown,NA,Cute logo,Flag,No,No,Yes,4,9300,2325,Orange,Pink,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_2_7,2_7,941,3u6rWaG4i8SHTGLC7
FOLDING CHAIR,White,NA,NA,NA,No,No,No,NA,920,230,White,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrPipechair_Remake_5_0,5_0,7529,LCc3TcnL62PjBdFmY
BAMBOO SPEAKER,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,,1230,Brown,Beige,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Audio,No,Retro,No lighting,Not for sale,FtrBambooMusic_Remake_2_0,2_0,10743,94FEDXAad9ELWiCTL
stall,Green,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Green,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_3_1,3_1,3617,J2XXr5QhaE4cnfWZ5
  rattan vanity  ,Reddish brown,NA,NA,NA,No,No,No,NA,5900,1475,Orange,Orange,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrRattanDresser_Remake_1_0,1_0,4051,zAnkc5iXSPrxPKG5A
  electric kick scooter  ,Red,NA,NA,NA,No,No,No,NA,4400,1100,Red,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,garden,None,None,Yes,Sports,Yes,Does not play music,Spotlight,For sale,FtrKickboardElectric_Remake_0_0,0_0,7654,6tY6iuj88WmP9SY73
retro gas pump,Red,NA,Green with animal,Lamp,No,No,Yes,1,,675,Red,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,shop,diner,None,Yes,Vehicle,Yes,Does not play music,No lighting,For sale,FtrAmeretroGasstand_Remake_0_1,0_1,4140,o7GLApjneHjaweKpL
  cardboard chair  ,Plain,Cardboard,NA,NA,Yes,Yes,No,1,NFS,60,Beige,Beige,1x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrCardboardChairS_Remake_0_0,0_0,7163,mqca3DbkPwWjjamD3
changing room,Pink,NA,Black,Curtain,No,No,Yes,2,,925,Pink,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_2,6_2,1816,khYcTbLxFCNyQW6NY
  basketball hoop  ,Black,NA,NA,NA,No,No,No,NA,,2750,Black,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,school,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrBasketgoal_Remake_2_0,2_0,4226,9KMogwX2SoozrdjAk
IRONWOOD CART,Walnut,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Brown,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_2_0,2_0,3195,M3v7PqaPpXpxAfub2
  WOODEN DOUBLE BED  ,Pink wood,Paint color,Green,Bedding,Yes,Yes,Yes,6,NFS,3600,Pink,Green,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_7_3,7_3,7132,ZLd4g4wj6vmz4KzBu
  CLOTHESLINE  ,NA,NA,Red plaid,Drying shirt,Yes,No,Yes,2,NFS,100,Brown,Red,2x0.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Supplies,Yes,Does not play music,No lighting,Not for sale,FtrClothesline_Remake_0_3,0_3,3229,9uFNQPxDzpG3fSqkK
  cute tea table  ,Sky blue,NA,NA,NA,No,No,No,NA,3000,750,Light blue,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,No,Table,No,Does not play music,No lighting,For sale,FtrCuteTableS_Remake_1_0,1_0,4000,kPoFsiCopPMetatPx
HAMMOCK,Brown,NA,Camouflage,Cloth,No,No,Yes,1,,325,Brown,Green,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrHammock_Remake_0_1,0_1,1620,W9NiSsri6G7a22tyD
yucca,White,NA,NA,NA,No,No,No,NA,2100,525,White,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantYucca_Remake_0_0,0_0,4132,36hpiRHD9piTWAMMK
THROWBACK HAT TABLE,Red,NA,NA,NA,No,No,No,NA,3800,,Red,Red,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,child's room,fitness,throwback,None,No,Table,No,Does not play music,No lighting,For sale,FtrBoyTableL_Remake_0_0,0_0,4760,ykP7Q5ZpyCjEL58Af
  hammock  ,Brown,NA,Hibiscus flowers,Cloth,No,No,Yes,1,1300,325,Brown,Light blue,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrHammock_Remake_0_2,0_2,1620,urN5hSHe3XPCcrnYi
streetlamp,Black,NA,NA,NA,No,No,No,NA,NFS,5000,Black,Black,1x1,1000,Nook Miles Shop,,1.0.0,garden,None,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrStreetlamp_Remake_3_0,3_0,3816,r3aJGmk7dnCp9SnkN
shaded floor lamp,Lime,NA,NA,NA,No,No,No,NA,1700,,Green,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLampMount_Remake_4_0,4_0,4572,DnNit9WY77gSp2p8h
  shell fountain  ,Purple,Shell color,NA,NA,Yes,Yes,No,7,NFS,9450,Purple,Purple,1.5x1.5,NA,Crafting,,1.0.0,ocean,expensive,shell,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrShellFountain_Remake_4_0,4_0,3982,tL4Bkd2LH4u4qX6pY
handcart,Black,NA,NA,NA,No,No,No,NA,1900,475,Black,Brown,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,No,Ranch,Yes,Does not play music,No lighting,For sale,FtrHandcart_Remake_5_0,5_0,7229,PzsTvXpB2icaq2XaP
